flowStartMilliseconds,flowDurationMilliseconds,sourceIPAddress,destinationIPAddress,sourceTransportPort,destinationTransportPort,protocolIdentifier,"apply(packetTotalCount,forward)","apply(octetTotalCount,forward)","apply(min(ipTotalLength),forward)","apply(mean(ipTotalLength),forward)","apply(max(ipTotalLength),forward)","apply(stdev(ipTotalLength),forward)","apply(min(_interPacketTimeSeconds),forward)","apply(mean(_interPacketTimeSeconds),forward)","apply(max(_interPacketTimeSeconds),forward)","apply(stdev(_interPacketTimeSeconds),forward)","apply(tcpSynTotalCount,forward)","apply(tcpAckTotalCount,forward)","apply(tcpFinTotalCount,forward)","apply(_tcpCwrTotalCount,forward)","apply(packetTotalCount,backward)","apply(octetTotalCount,backward)","apply(min(ipTotalLength),backward)","apply(mean(ipTotalLength),backward)","apply(max(ipTotalLength),backward)","apply(stdev(ipTotalLength),backward)","apply(min(_interPacketTimeSeconds),backward)","apply(mean(_interPacketTimeSeconds),backward)","apply(max(_interPacketTimeSeconds),backward)","apply(stdev(_interPacketTimeSeconds),backward)","apply(tcpSynTotalCount,backward)","apply(tcpAckTotalCount,backward)","apply(tcpFinTotalCount,backward)","apply(_tcpCwrTotalCount,backward)",Attack,Label
1499262203220,41,172.16.0.1,192.168.10.50,50864,80,6,6,667,52,111.16666666666669,399,141.0452646020655,0.0,0.0,0.0,0.0,1,5,0,0,5,11863,52.0,2372.6,8740.0,3773.010177563798,0.0,0.0,0.0,0.0,1,5,1,0,DoS / DDoS:DoS Hulk,1
1499262203220,40,172.16.0.1,192.168.10.50,50862,80,6,6,684,52,114.0,416,147.9837828952889,0.0,0.0,0.0,0.0,1,5,0,0,7,11967,52.0,1709.571428571429,4396.0,1756.3245578141166,0.0,0.0,0.0,0.0,1,7,1,0,DoS / DDoS:DoS Hulk,1
1499262203221,43,172.16.0.1,192.168.10.50,50870,80,6,6,665,52,110.83333333333331,397,140.22897941105705,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,5844.0,2178.1304292137024,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203221,41,172.16.0.1,192.168.10.50,50868,80,6,5,641,52,128.2,425,165.952402814783,0.0,0.0,0.0,0.0,1,4,1,0,7,11967,52.0,1709.571428571429,8740.0,3173.9075735935166,0.0,0.0,0.0,0.0,1,7,1,0,DoS / DDoS:DoS Hulk,1
1499262203221,43,172.16.0.1,192.168.10.50,50866,80,6,6,628,40,104.66666666666669,372,131.12233473617934,0.0,0.0,0.0,0.0,1,4,1,0,5,11863,52.0,2372.6,5844.0,3168.942694338287,0.0,0.0,0.0,0.0,1,5,1,0,DoS / DDoS:DoS Hulk,1
1499262203221,11,192.168.10.50,172.16.0.1,80,50760,6,1,52,52,52.0,52,,,,,,0,1,1,0,1,40,40.0,40.0,40.0,,,,,,0,0,0,0,Normal,0
1499262203222,45,172.16.0.1,192.168.10.50,50874,80,6,6,732,52,122.0,464,167.57565455638235,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,4396.0,1753.071637631123,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203222,0,172.16.0.1,192.168.10.50,50794,80,6,1,40,40,40.0,40,,,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,DoS / DDoS:DoS Hulk,1
1499262203222,45,172.16.0.1,192.168.10.50,50872,80,6,6,632,40,105.33333333333331,376,132.75340548048726,0.0,0.0,0.0,0.0,1,4,1,0,7,11967,52.0,1709.571428571429,5844.0,2117.186486601409,0.0,0.0,0.0,0.0,1,7,1,0,DoS / DDoS:DoS Hulk,1
1499262203222,0,172.16.0.1,192.168.10.50,50792,80,6,1,40,40,40.0,40,,,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,DoS / DDoS:DoS Hulk,1
1499262203222,0,172.16.0.1,192.168.10.50,50794,80,6,1,40,40,40.0,40,,,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,DoS / DDoS:DoS Hulk,1
1499262203222,0,172.16.0.1,192.168.10.50,50792,80,6,1,40,40,40.0,40,,,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,DoS / DDoS:DoS Hulk,1
1499262203223,43,172.16.0.1,192.168.10.50,50876,80,6,6,675,40,112.5,419,150.29005289772175,0.0,0.0,0.0,0.0,1,4,1,0,6,11915,52.0,1985.8333333333333,4396.0,1753.071637631123,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203223,0,172.16.0.1,192.168.10.50,50798,80,6,1,40,40,40.0,40,,,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,DoS / DDoS:DoS Hulk,1
1499262203224,45,172.16.0.1,192.168.10.50,50880,80,6,7,725,52,103.57142857142856,405,132.95093975204682,0.0,0.0,0.0,0.0,1,6,0,0,6,11915,52.0,1985.8333333333333,5844.0,2361.47465933189,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203224,48,172.16.0.1,192.168.10.50,50878,80,6,6,626,52,104.33333333333331,358,124.311973142842,0.0,0.0,0.0,0.0,1,5,0,0,7,11967,52.0,1709.571428571429,5844.0,2117.186486601409,0.0,0.0,0.0,0.0,1,7,1,0,DoS / DDoS:DoS Hulk,1
1499262203224,45,172.16.0.1,192.168.10.50,50882,80,6,6,691,52,115.16666666666669,423,150.84086537363365,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,4396.0,1753.071637631123,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203224,46,172.16.0.1,192.168.10.50,50884,80,6,7,697,52,99.57142857142856,377,122.3708259660735,0.0,0.0,0.0,0.0,1,6,0,0,7,11967,52.0,1709.571428571429,5844.0,2117.186486601409,0.0,0.0,0.0,0.0,1,7,1,0,DoS / DDoS:DoS Hulk,1
1499262203226,49,172.16.0.1,192.168.10.50,50892,80,6,7,747,52,106.71428571428572,427,141.26419018481442,0.0,0.0,0.0,0.0,1,6,0,0,7,11967,52.0,1709.571428571429,4396.0,1756.3245578141166,0.0,0.0,0.0,0.0,1,7,1,0,DoS / DDoS:DoS Hulk,1
1499262203226,47,172.16.0.1,192.168.10.50,50886,80,6,6,717,52,119.5,449,161.4530891621464,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,5844.0,2179.5924771999616,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203226,50,172.16.0.1,192.168.10.50,50890,80,6,6,710,52,118.33333333333331,442,158.59592260416616,0.0,0.0,0.0,0.0,1,5,0,0,5,11863,52.0,2372.6,8740.0,3773.010177563798,0.0,0.0,0.0,0.0,1,5,1,0,DoS / DDoS:DoS Hulk,1
1499262203226,49,172.16.0.1,192.168.10.50,50888,80,6,6,644,52,107.33333333333331,376,131.65814318403045,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,4396.0,1753.071637631123,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203227,52,172.16.0.1,192.168.10.50,50894,80,6,6,657,40,109.5,401,142.94859215816012,0.0,0.0,0.0,0.0,1,4,1,0,5,11863,52.0,2372.6,5844.0,3168.942694338287,0.0,0.0,0.0,0.0,1,5,1,0,DoS / DDoS:DoS Hulk,1
1499262203227,51,172.16.0.1,192.168.10.50,50896,80,6,6,677,52,112.83333333333331,409,145.12672623147904,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,4396.0,1753.071637631123,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203228,0,172.16.0.1,192.168.10.50,50786,80,6,1,40,40,40.0,40,,,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,DoS / DDoS:DoS Hulk,1
1499262203228,0,172.16.0.1,192.168.10.50,50804,80,6,1,40,40,40.0,40,,,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,DoS / DDoS:DoS Hulk,1
1499262203228,53,172.16.0.1,192.168.10.50,50900,80,6,6,611,40,101.83333333333331,355,124.19084775725894,0.0,0.0,0.0,0.0,1,4,1,0,5,11863,52.0,2372.6,7292.0,3330.24770850458,0.0,0.0,0.0,0.0,1,5,1,0,DoS / DDoS:DoS Hulk,1
1499262203228,52,172.16.0.1,192.168.10.50,50898,80,6,6,690,52,115.0,422,150.43270920913443,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,4396.0,1753.071637631123,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203228,0,172.16.0.1,192.168.10.50,50788,80,6,1,40,40,40.0,40,,,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,DoS / DDoS:DoS Hulk,1
1499262203229,55,172.16.0.1,192.168.10.50,50906,80,6,6,671,52,111.83333333333331,403,142.67784224141695,0.0,0.0,0.0,0.0,1,5,0,0,5,11863,52.0,2372.6,5844.0,3168.942694338287,0.0,0.0,0.0,0.0,1,5,1,0,DoS / DDoS:DoS Hulk,1
1499262203229,54,172.16.0.1,192.168.10.50,50902,80,6,6,672,40,112.0,416,149.06642814530707,0.0,0.0,0.0,0.0,1,4,1,0,6,11915,52.0,1985.8333333333333,4396.0,1753.071637631123,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203229,0,172.16.0.1,192.168.10.50,50806,80,6,1,40,40,40.0,40,,,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,DoS / DDoS:DoS Hulk,1
1499262203229,56,172.16.0.1,192.168.10.50,50904,80,6,6,656,52,109.33333333333331,388,136.55572733015143,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,4396.0,1753.071637631123,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203230,56,172.16.0.1,192.168.10.50,50908,80,6,6,686,52,114.33333333333331,418,148.80008960570777,0.0,0.0,0.0,0.0,1,5,0,0,5,11863,52.0,2372.6,7292.0,3001.6285246512434,0.0,0.0,0.0,0.0,1,5,1,0,DoS / DDoS:DoS Hulk,1
1499262203231,56,172.16.0.1,192.168.10.50,50910,80,6,6,693,52,115.5,425,151.65717919043595,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,5844.0,2179.5924771999616,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203231,56,172.16.0.1,192.168.10.50,50912,80,6,6,619,40,103.16666666666669,363,127.45260557033215,0.0,0.0,0.0,0.0,1,4,1,0,6,11915,52.0,1985.8333333333333,4396.0,1753.071637631123,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203231,10,192.168.10.50,172.16.0.1,80,50810,6,1,52,52,52.0,52,,,,,,0,1,0,0,1,40,40.0,40.0,40.0,,,,,,0,0,0,0,Normal,0
1499262203232,57,172.16.0.1,192.168.10.50,50916,80,6,6,660,52,110.0,392,138.1882773609976,0.0,0.0,0.0,0.0,1,5,0,0,7,11967,52.0,1709.571428571429,4396.0,1756.3245578141166,0.0,0.0,0.0,0.0,1,7,1,0,DoS / DDoS:DoS Hulk,1
1499262203232,60,172.16.0.1,192.168.10.50,50914,80,6,6,658,40,109.66666666666669,402,143.35643224727193,0.0,0.0,0.0,0.0,1,4,1,0,7,11967,52.0,1709.571428571429,4396.0,1756.3245578141166,0.0,0.0,0.0,0.0,1,7,1,0,DoS / DDoS:DoS Hulk,1
1499262203232,58,172.16.0.1,192.168.10.50,50918,80,6,6,685,52,114.16666666666669,417,148.3919359893477,0.0,0.0,0.0,0.0,1,5,0,0,7,11967,52.0,1709.571428571429,4396.0,1756.3245578141166,0.0,0.0,0.0,0.0,1,7,1,0,DoS / DDoS:DoS Hulk,1
1499262203232,0,192.168.10.50,172.16.0.1,80,50816,6,1,52,52,52.0,52,,,,,,0,1,0,0,1,40,40.0,40.0,40.0,,,,,,0,0,0,0,Normal,0
1499262203233,63,172.16.0.1,192.168.10.50,50920,80,6,7,685,52,97.85714285714286,365,117.83665045509478,0.0,0.0,0.0,0.0,1,6,0,0,5,11863,52.0,2372.6,5844.0,3168.942694338287,0.0,0.0,0.0,0.0,1,5,1,0,DoS / DDoS:DoS Hulk,1
1499262203233,61,172.16.0.1,192.168.10.50,50922,80,6,6,728,52,121.33333333333331,460,165.94296208838347,0.0,0.0,0.0,0.0,1,5,0,0,7,11967,52.0,1709.571428571429,5844.0,2117.186486601409,0.0,0.0,0.0,0.0,1,7,1,0,DoS / DDoS:DoS Hulk,1
1499262203234,58,172.16.0.1,192.168.10.50,50924,80,6,6,687,52,114.5,419,149.2082437400829,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,5844.0,2179.5924771999616,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203234,60,172.16.0.1,192.168.10.50,50926,80,6,6,677,40,112.83333333333331,421,151.10581281561164,0.0,0.0,0.0,0.0,1,4,1,0,6,11915,52.0,1985.8333333333333,4396.0,1753.071637631123,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203234,0,172.16.0.1,192.168.10.50,50814,80,6,1,40,40,40.0,40,,,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,DoS / DDoS:DoS Hulk,1
1499262203234,10,192.168.10.50,172.16.0.1,80,50814,6,1,52,52,52.0,52,,,,,,0,1,0,0,1,40,40.0,40.0,40.0,,,,,,0,0,0,0,Normal,0
1499262203235,62,172.16.0.1,192.168.10.50,50928,80,6,6,643,52,107.16666666666669,375,131.25001587301492,0.0,0.0,0.0,0.0,1,5,0,0,5,11863,52.0,2372.6,5844.0,3168.942694338287,0.0,0.0,0.0,0.0,1,5,1,0,DoS / DDoS:DoS Hulk,1
1499262203235,65,172.16.0.1,192.168.10.50,50934,80,6,6,684,52,114.0,416,147.9837828952889,0.0,0.0,0.0,0.0,1,5,0,0,7,11967,52.0,1709.571428571429,5844.0,2117.186486601409,0.0,0.0,0.0,0.0,1,7,1,0,DoS / DDoS:DoS Hulk,1
1499262203235,64,172.16.0.1,192.168.10.50,50932,80,6,6,682,52,113.66666666666669,414,147.16747829145768,0.0,0.0,0.0,0.0,1,5,0,0,7,11967,52.0,1709.571428571429,5844.0,2117.186486601409,0.0,0.0,0.0,0.0,1,7,1,0,DoS / DDoS:DoS Hulk,1
1499262203235,62,172.16.0.1,192.168.10.50,50930,80,6,6,660,40,110.0,404,144.17211935738476,0.0,0.0,0.0,0.0,1,4,1,0,6,11915,52.0,1985.8333333333333,5844.0,2179.5924771999616,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203235,10,192.168.10.50,172.16.0.1,80,50820,6,1,52,52,52.0,52,,,,,,0,1,0,0,1,40,40.0,40.0,40.0,,,,,,0,0,0,0,Normal,0
1499262203237,68,172.16.0.1,192.168.10.50,50936,80,6,6,662,52,110.33333333333331,394,139.0045562802409,0.0,0.0,0.0,0.0,1,5,0,0,4,11811,52.0,2952.75,8740.0,4093.6802818490846,0.0,0.0,0.0,0.0,1,4,1,0,DoS / DDoS:DoS Hulk,1
1499262203237,65,172.16.0.1,192.168.10.50,50938,80,6,6,694,52,115.66666666666669,426,152.06533683475226,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,4396.0,1753.071637631123,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203237,68,172.16.0.1,192.168.10.50,50940,80,6,6,669,40,111.5,413,147.8428219427646,0.0,0.0,0.0,0.0,1,4,1,0,7,11967,52.0,1709.571428571429,4396.0,1756.3245578141168,0.0,0.0,0.0,0.0,1,7,1,0,DoS / DDoS:DoS Hulk,1
1499262203238,64,172.16.0.1,192.168.10.50,50944,80,6,6,693,52,115.5,425,151.65717919043595,0.0,0.0,0.0,0.0,1,5,0,0,4,11811,52.0,2952.75,8740.0,4093.6802818490846,0.0,0.0,0.0,0.0,1,4,1,0,DoS / DDoS:DoS Hulk,1
1499262203238,66,172.16.0.1,192.168.10.50,50942,80,6,7,703,52,100.42857142857144,383,124.63795187509722,0.0,0.0,0.0,0.0,1,6,0,0,8,12019,52.0,1502.375,4396.0,1545.4425106005815,0.0,0.0,0.0,0.0,1,8,1,0,DoS / DDoS:DoS Hulk,1
1499262203239,70,172.16.0.1,192.168.10.50,50948,80,6,6,625,40,104.16666666666669,369,129.8990633787121,0.0,0.0,0.0,0.0,1,4,1,0,6,11915,52.0,1985.8333333333333,5844.0,2179.5924771999616,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203239,68,192.168.10.50,172.16.0.1,80,50946,6,5,11863,52,2372.6,5844,2627.756800010229,0.0,0.0,0.0,0.0,1,5,1,0,6,636,52.0,106.0,368.0,128.39314623452452,0.0,0.0,0.0,0.0,1,5,0,0,Normal,0
1499262203240,72,172.16.0.1,192.168.10.50,50950,80,6,7,728,52,104.0,408,134.08455043988724,0.0,0.0,0.0,0.0,1,6,0,0,6,11915,52.0,1985.8333333333333,4396.0,1976.2516455822797,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203240,83,172.16.0.1,192.168.10.50,50952,80,6,6,640,52,106.66666666666669,372,130.0256384974389,0.0,0.0,0.0,0.0,1,5,0,0,5,11863,52.0,2372.6,5844.0,3168.942694338287,0.0,0.0,0.0,0.0,1,5,1,0,DoS / DDoS:DoS Hulk,1
1499262203240,78,172.16.0.1,192.168.10.50,50954,80,6,6,628,52,104.66666666666669,360,125.12820092475825,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,7292.0,2694.4938238316054,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203241,0,172.16.0.1,192.168.10.50,50828,80,6,1,40,40,40.0,40,,,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,DoS / DDoS:DoS Hulk,1
1499262203241,78,172.16.0.1,192.168.10.50,50958,80,6,6,636,52,106.0,368,128.39314623452452,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,7292.0,2694.4938238316054,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203241,73,172.16.0.1,192.168.10.50,50956,80,6,6,664,52,110.66666666666669,396,139.8208377412561,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,5844.0,2179.5924771999616,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203241,80,172.16.0.1,192.168.10.50,50960,80,6,6,664,40,110.66666666666669,408,145.80352076224588,0.0,0.0,0.0,0.0,1,4,1,0,6,11915,52.0,1985.8333333333333,5844.0,2179.5924771999616,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203242,71,172.16.0.1,192.168.10.50,50964,80,6,6,652,52,108.66666666666669,384,134.92318802439655,0.0,0.0,0.0,0.0,1,5,0,0,7,11967,52.0,1709.571428571429,2959.0,1302.8783336831389,0.0,0.0,0.0,0.0,1,7,1,0,DoS / DDoS:DoS Hulk,1
1499262203242,0,172.16.0.1,192.168.10.50,50830,80,6,1,40,40,40.0,40,,,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,DoS / DDoS:DoS Hulk,1
1499262203242,68,172.16.0.1,192.168.10.50,50962,80,6,6,680,40,113.33333333333331,424,152.3294674928875,0.0,0.0,0.0,0.0,1,4,1,0,6,11915,52.0,1985.8333333333333,4396.0,1753.071637631123,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203242,8,192.168.10.50,172.16.0.1,80,50830,6,1,52,52,52.0,52,,,,,,0,1,0,0,1,40,40.0,40.0,40.0,,,,,,0,0,0,0,Normal,0
1499262203243,0,172.16.0.1,192.168.10.50,50836,80,6,1,40,40,40.0,40,,,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,DoS / DDoS:DoS Hulk,1
1499262203243,72,172.16.0.1,192.168.10.50,50968,80,6,7,784,52,112.0,464,155.24604128071456,0.0,0.0,0.0,0.0,1,6,0,0,6,11915,52.0,1985.8333333333333,5844.0,2179.5924771999616,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203243,67,172.16.0.1,192.168.10.50,50966,80,6,6,673,52,112.16666666666669,405,143.49413460719106,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,5844.0,2179.5924771999616,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203244,0,172.16.0.1,192.168.10.50,50816,80,6,1,40,40,40.0,40,,,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,DoS / DDoS:DoS Hulk,1
1499262203245,77,172.16.0.1,192.168.10.50,50970,80,6,6,645,52,107.5,377,132.06627124288775,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,5844.0,2179.5924771999616,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203245,72,172.16.0.1,192.168.10.50,50972,80,6,6,716,52,119.33333333333331,448,161.04492126939823,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,4396.0,1753.071637631123,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203245,74,172.16.0.1,192.168.10.50,50974,80,6,6,668,40,111.33333333333331,412,147.43495741060417,0.0,0.0,0.0,0.0,1,4,1,0,4,11811,52.0,2952.75,7303.0,3549.1782499615315,0.0,0.0,0.0,0.0,1,4,1,0,DoS / DDoS:DoS Hulk,1
1499262203245,79,172.16.0.1,192.168.10.50,50976,80,6,6,691,52,115.16666666666669,423,150.84086537363365,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,5844.0,2179.5924771999616,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203245,5,192.168.10.50,172.16.0.1,80,50834,6,1,52,52,52.0,52,,,,,,0,1,0,0,1,40,40.0,40.0,40.0,,,,,,0,0,0,0,Normal,0
1499262203246,79,172.16.0.1,192.168.10.50,50978,80,6,6,677,52,112.83333333333331,409,145.12672623147904,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,4396.0,1753.071637631123,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203247,80,172.16.0.1,192.168.10.50,50982,80,6,6,620,40,103.33333333333331,364,127.86034047610958,0.0,0.0,0.0,0.0,1,4,1,0,6,11915,52.0,1985.8333333333333,5844.0,2179.5924771999616,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203247,87,172.16.0.1,192.168.10.50,50980,80,6,7,691,52,98.71428571428572,371,120.1037250126105,0.0,0.0,0.0,0.0,1,6,0,0,6,11915,52.0,1985.8333333333333,4396.0,1976.2516455822797,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203249,0,192.168.10.50,172.16.0.1,80,50846,6,1,52,52,52.0,52,,,,,,0,1,0,0,1,40,40.0,40.0,40.0,,,,,,0,0,0,0,Normal,0
1499262203250,79,172.16.0.1,192.168.10.50,50986,80,6,6,680,52,113.33333333333331,412,146.35117582946393,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,5844.0,2178.1304292137024,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203250,78,172.16.0.1,192.168.10.50,50988,80,6,6,627,40,104.5,371,130.7145745508128,0.0,0.0,0.0,0.0,1,4,1,0,6,11915,52.0,1985.8333333333333,5844.0,2179.5924771999616,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203250,79,172.16.0.1,192.168.10.50,50984,80,6,6,651,40,108.5,395,140.50160141436112,0.0,0.0,0.0,0.0,1,4,1,0,6,11915,52.0,1985.8333333333333,4396.0,1753.071637631123,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203250,82,172.16.0.1,192.168.10.50,50990,80,6,6,653,52,108.83333333333331,385,135.33132182413155,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,5844.0,2178.1304292137024,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203250,0,172.16.0.1,192.168.10.50,50840,80,6,1,40,40,40.0,40,,,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,DoS / DDoS:DoS Hulk,1
1499262203250,5,192.168.10.50,172.16.0.1,80,50840,6,1,52,52,52.0,52,,,,,,0,1,0,0,1,40,40.0,40.0,40.0,,,,,,0,0,0,0,Normal,0
1499262203251,80,172.16.0.1,192.168.10.50,50992,80,6,6,636,52,106.0,368,128.39314623452452,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,7292.0,2694.4938238316054,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203252,83,172.16.0.1,192.168.10.50,50994,80,6,6,649,40,108.16666666666669,393,139.68595729946037,0.0,0.0,0.0,0.0,1,4,0,0,6,11915,52.0,1985.8333333333333,4396.0,1753.071637631123,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203252,83,172.16.0.1,192.168.10.50,50996,80,6,6,644,52,107.33333333333331,376,131.65814318403045,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,5844.0,2179.5924771999616,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203253,86,172.16.0.1,192.168.10.50,50998,80,6,6,731,52,121.83333333333331,463,167.16748088867843,0.0,0.0,0.0,0.0,1,5,0,0,5,11863,52.0,2372.6,7292.0,3330.24770850458,0.0,0.0,0.0,0.0,1,5,1,0,DoS / DDoS:DoS Hulk,1
1499262203253,84,172.16.0.1,192.168.10.50,51000,80,6,6,641,52,106.83333333333331,373,130.433763522589,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,5844.0,2178.1304292137024,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203253,85,172.16.0.1,192.168.10.50,51002,80,6,6,673,40,112.16666666666669,417,149.4743010241783,0.0,0.0,0.0,0.0,1,4,1,0,6,11915,52.0,1985.8333333333333,4396.0,1753.071637631123,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203253,0,172.16.0.1,192.168.10.50,50848,80,6,1,40,40,40.0,40,,,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,DoS / DDoS:DoS Hulk,1
1499262203253,87,172.16.0.1,192.168.10.50,51004,80,6,6,634,52,105.66666666666669,366,127.57690491098562,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,5844.0,2179.5924771999616,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203254,0,172.16.0.1,192.168.10.50,50850,80,6,1,40,40,40.0,40,,,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,DoS / DDoS:DoS Hulk,1
